"Continente","Pais","Departamento","Ciudad","Population"
"Asia","Myanmar","Mandalay","Meikhtila","129700"
"Asia","Myanmar","Tenasserim [Tanintha","Mergui (Myeik)","122700"
"Asia","Myanmar","Shan","Lashio (Lasho)","107600"
"Asia","Myanmar","Pegu [Bago]","Prome (Pyay)","105700"
"Asia","Myanmar","Irrawaddy [Ayeyarwad","Henzada (Hinthada)","104700"
"Asia","Myanmar","Mandalay","Myingyan","103600"
"Asia","Myanmar","Tenasserim [Tanintha","Tavoy (Dawei)","96800"
"Asia","Myanmar","Magwe [Magway]","Pagakku (Pakokku)","94800"
"Asia","Mongolia","Ulaanbaatar","Ulan Bator","773700"
"Oceania","Northern Mariana Islands","Saipan","Garapan","9200"
"Africa","Mozambique","Maputo","Maputo","1018938"
"Africa","Mozambique","Maputo","Matola","424662"
"Africa","Mozambique","Sofala","Beira","397368"
"Africa","Mozambique","Nampula","Nampula","303346"
"Africa","Mozambique","Manica","Chimoio","171056"
"Africa","Mozambique","Nampula","Naçala-Porto","158248"
"Africa","Mozambique","Zambézia","Quelimane","150116"
"Africa","Mozambique","Zambézia","Mocuba","124700"
"Africa","Mozambique","Tete","Tete","101984"
"Africa","Mozambique","Gaza","Xai-Xai","99442"
"Africa","Mozambique","Zambézia","Gurue","99300"
"Africa","Mozambique","Inhambane","Maxixe","93985"
"Africa","Mauritania","Nouakchott","Nouakchott","667300"
"Africa","Mauritania","Dakhlet Nouâdhibou","Nouâdhibou","97600"
"North America","Montserrat","Plymouth","Plymouth","2000"
"North America","Martinique","Fort-de-France","Fort-de-France","94050"
"Africa","Mauritius","Port-Louis","Port-Louis","138200"
"Africa","Mauritius","Plaines Wilhelms","Beau Bassin-Rose Hill","100616"
"Africa","Mauritius","Plaines Wilhelms","Vacoas-Phoenix","98464"
"Africa","Malawi","Blantyre","Blantyre","478155"
"Africa","Malawi","Lilongwe","Lilongwe","435964"
"Asia","Malaysia","Wilayah Persekutuan","Kuala Lumpur","1297526"
"Asia","Malaysia","Perak","Ipoh","382853"
"Asia","Malaysia","Johor","Johor Baharu","328436"
"Asia","Malaysia","Selangor","Petaling Jaya","254350"
"Asia","Malaysia","Selangor","Kelang","243355"
"Asia","Malaysia","Terengganu","Kuala Terengganu","228119"
"Asia","Malaysia","Pulau Pinang","Pinang","219603"
"Asia","Malaysia","Kelantan","Kota Bharu","219582"
"Asia","Malaysia","Pahang","Kuantan","199484"
"Asia","Malaysia","Perak","Taiping","183261"
"Asia","Malaysia","Negeri Sembilan","Seremban","182869"
"Asia","Malaysia","Sarawak","Kuching","148059"
"Asia","Malaysia","Sarawak","Sibu","126381"
"Asia","Malaysia","Sabah","Sandakan","125841"
"Asia","Malaysia","Kedah","Alor Setar","124412"
"Asia","Malaysia","Selangor","Selayang Baru","124228"
"Asia","Malaysia","Kedah","Sungai Petani","114763"
"Asia","Malaysia","Selangor","Shah Alam","102019"
"Africa","Mayotte","Mamoutzou","Mamoutzou","12000"
"Africa","Namibia","Khomas","Windhoek","169000"
"Oceania","New Caledonia","–","Nouméa","76293"
"Africa","Niger","Niamey","Niamey","420000"
"Africa","Niger","Zinder","Zinder","120892"
"Africa","Niger","Maradi","Maradi","112965"
"Oceania","Norfolk Island","–","Kingston","800"
"Africa","Nigeria","Lagos","Lagos","1518000"
"Africa","Nigeria","Oyo & Osun","Ibadan","1432000"
"Africa","Nigeria","Oyo & Osun","Ogbomosho","730000"
"Africa","Nigeria","Kano & Jigawa","Kano","674100"
"Africa","Nigeria","Oyo & Osun","Oshogbo","476800"
"Africa","Nigeria","Kwara & Kogi","Ilorin","475800"
"Africa","Nigeria","Ogun","Abeokuta","427400"
"Africa","Nigeria","Rivers & Bayelsa","Port Harcourt","410000"
"Africa","Nigeria","Kaduna","Zaria","379200"
"Africa","Nigeria","Oyo & Osun","Ilesha","378400"
"Africa","Nigeria","Anambra & Enugu & Eb","Onitsha","371900"
"Africa","Nigeria","Oyo & Osun","Iwo","362000"
"Africa","Nigeria","Ondo & Ekiti","Ado-Ekiti","359400"
"Africa","Nigeria","Federal Capital Dist","Abuja","350100"
"Africa","Nigeria","Kaduna","Kaduna","342200"
"Africa","Nigeria","Lagos","Mushin","333200"
"Africa","Nigeria","Borno & Yobe","Maiduguri","320000"
"Africa","Nigeria","Anambra & Enugu & Eb","Enugu","316100"
"Africa","Nigeria","Oyo & Osun","Ede","307100"
"Africa","Nigeria","Imo & Abia","Aba","298900"
"Africa","Nigeria","Oyo & Osun","Ife","296800"
"Africa","Nigeria","Oyo & Osun","Ila","264000"
"Africa","Nigeria","Oyo & Osun","Oyo","256400"
"Africa","Nigeria","Ondo & Ekiti","Ikerre","244600"
"Africa","Nigeria","Edo & Delta","Benin City","229400"
"Africa","Nigeria","Oyo & Osun","Iseyin","217300"
"Africa","Nigeria","Katsina","Katsina","206500"
"Africa","Nigeria","Plateau & Nassarawa","Jos","206300"
"Africa","Nigeria","Sokoto & Kebbi & Zam","Sokoto","204900"
"Africa","Nigeria","Oyo & Osun","Ilobu","199000"
"Africa","Nigeria","Kwara & Kogi","Offa","197200"
"Africa","Nigeria","Lagos","Ikorodu","184900"
"Africa","Nigeria","Ondo & Ekiti","Ilawe-Ekiti","184500"
"Africa","Nigeria","Ondo & Ekiti","Owo","183500"
"Africa","Nigeria","Oyo & Osun","Ikirun","181400"
"Africa","Nigeria","Oyo & Osun","Shaki","174500"
"Africa","Nigeria","Cross River","Calabar","174400"
"Africa","Nigeria","Ondo & Ekiti","Ondo","173600"
"Africa","Nigeria","Ondo & Ekiti","Akure","162300"
"Africa","Nigeria","Sokoto & Kebbi & Zam","Gusau","158000"
"Africa","Nigeria","Ogun","Ijebu-Ode","156400"
"Africa","Nigeria","Oyo & Osun","Effon-Alaiye","153100"
"Africa","Nigeria","Bauchi & Gombe","Kumo","148000"
"Africa","Nigeria","Lagos","Shomolu","147700"
"Africa","Nigeria","Ondo & Ekiti","Oka-Akoko","142900"
"Africa","Nigeria","Ondo & Ekiti","Ikare","140800"
"Africa","Nigeria","Edo & Delta","Sapele","139200"
"Africa","Nigeria","Bauchi & Gombe","Deba Habe","138600"
"Africa","Nigeria","Niger","Minna","136900"
"Africa","Nigeria","Edo & Delta","Warri","126100"
"Africa","Nigeria","Niger","Bida","125500"
"Africa","Nigeria","Oyo & Osun","Ikire","123300"
"Africa","Nigeria","Benue","Makurdi","123100"
"Africa","Nigeria","Plateau & Nassarawa","Lafia","122500"
"Africa","Nigeria","Oyo & Osun","Inisa","119800"
"Africa","Nigeria","Ogun","Shagamu","117200"
"Africa","Nigeria","Anambra & Enugu & Eb","Awka","111200"
"Africa","Nigeria","Bauchi & Gombe","Gombe","107800"
"Africa","Nigeria","Oyo & Osun","Igboho","106800"
"Africa","Nigeria","Oyo & Osun","Ejigbo","105900"
"Africa","Nigeria","Lagos","Agege","105000"
"Africa","Nigeria","Ondo & Ekiti","Ise-Ekiti","103400"
"Africa","Nigeria","Cross River","Ugep","102600"
"Africa","Nigeria","Lagos","Epe","101000"
"North America","Nicaragua","Managua","Managua","959000"
"North America","Nicaragua","León","León","123865"
"North America","Nicaragua","Chinandega","Chinandega","97387"
"North America","Nicaragua","Masaya","Masaya","88971"
"Oceania","Niue","–","Alofi","682"
"Europe","Netherlands","Noord-Holland","Amsterdam","731200"
"Europe","Netherlands","Zuid-Holland","Rotterdam","593321"
"Europe","Netherlands","Zuid-Holland","Haag","440900"
"Europe","Netherlands","Utrecht","Utrecht","234323"
"Europe","Netherlands","Noord-Brabant","Eindhoven","201843"
"Europe","Netherlands","Noord-Brabant","Tilburg","193238"
"Europe","Netherlands","Groningen","Groningen","172701"
"Europe","Netherlands","Noord-Brabant","Breda","160398"
"Europe","Netherlands","Gelderland","Apeldoorn","153491"
"Europe","Netherlands","Gelderland","Nijmegen","152463"
"Europe","Netherlands","Overijssel","Enschede","149544"
"Europe","Netherlands","Noord-Holland","Haarlem","148772"
"Europe","Netherlands","Flevoland","Almere","142465"
"Europe","Netherlands","Gelderland","Arnhem","138020"
"Europe","Netherlands","Noord-Holland","Zaanstad","135621"
"Europe","Netherlands","Noord-Brabant","´s-Hertogenbosch","129170"
"Europe","Netherlands","Utrecht","Amersfoort","126270"
"Europe","Netherlands","Limburg","Maastricht","122087"
"Europe","Netherlands","Zuid-Holland","Dordrecht","119811"
"Europe","Netherlands","Zuid-Holland","Leiden","117196"
"Europe","Netherlands","Noord-Holland","Haarlemmermeer","110722"
"Europe","Netherlands","Zuid-Holland","Zoetermeer","110214"
"Europe","Netherlands","Drenthe","Emmen","105853"
"Europe","Netherlands","Overijssel","Zwolle","105819"
"Europe","Netherlands","Gelderland","Ede","101574"
"Europe","Netherlands","Zuid-Holland","Delft","95268"
"Europe","Netherlands","Limburg","Heerlen","95052"
"Europe","Netherlands","Noord-Holland","Alkmaar","92713"
"Europe","Norway","Oslo","Oslo","508726"
"Europe","Norway","Hordaland","Bergen","230948"
"Europe","Norway","Sør-Trøndelag","Trondheim","150166"
"Europe","Norway","Rogaland","Stavanger","108848"
"Europe","Norway","Akershus","Bærum","101340"
"Asia","Nepal","Central","Kathmandu","591835"
"Asia","Nepal","Eastern","Biratnagar","157764"
"Asia","Nepal","Western","Pokhara","146318"
"Asia","Nepal","Central","Lalitapur","145847"
"Asia","Nepal","Central","Birgunj","90639"
"Oceania","Nauru","–","Yangor","4050"
"Oceania","Nauru","–","Yaren","559"
"Oceania","New Zealand","Auckland","Auckland","381800"
"Oceania","New Zealand","Canterbury","Christchurch","324200"
"Oceania","New Zealand","Auckland","Manukau","281800"
"Oceania","New Zealand","Auckland","North Shore","187700"
"Oceania","New Zealand","Auckland","Waitakere","170600"
"Oceania","New Zealand","Wellington","Wellington","166700"
"Oceania","New Zealand","Dunedin","Dunedin","119600"
"Oceania","New Zealand","Hamilton","Hamilton","117100"
"Oceania","New Zealand","Wellington","Lower Hutt","98100"
"Asia","Oman","Masqat","al-Sib","155000"
"Asia","Oman","Zufar","Salala","131813"
"Asia","Oman","Masqat","Bawshar","107500"
"Asia","Oman","al-Batina","Suhar","90814"
"Asia","Oman","Masqat","Masqat","51969"
"Asia","Pakistan","Sindh","Karachi","9269265"
"Asia","Pakistan","Punjab","Lahore","5063499"
"Asia","Pakistan","Punjab","Faisalabad","1977246"
"Asia","Pakistan","Punjab","Rawalpindi","1406214"
"Asia","Pakistan","Punjab","Multan","1182441"
"Asia","Pakistan","Sindh","Hyderabad","1151274"
"Asia","Pakistan","Punjab","Gujranwala","1124749"
"Asia","Pakistan","Nothwest Border Prov","Peshawar","988005"
"Asia","Pakistan","Baluchistan","Quetta","560307"
"Asia","Pakistan","Islamabad","Islamabad","524500"
"Asia","Pakistan","Punjab","Sargodha","455360"
"Asia","Pakistan","Punjab","Sialkot","417597"
"Asia","Pakistan","Punjab","Bahawalpur","403408"
"Asia","Pakistan","Sindh","Sukkur","329176"
"Asia","Pakistan","Punjab","Jhang","292214"
"Asia","Pakistan","Punjab","Sheikhupura","271875"
"Asia","Pakistan","Sindh","Larkana","270366"
"Asia","Pakistan","Punjab","Gujrat","250121"
"Asia","Pakistan","Nothwest Border Prov","Mardan","244511"
"Asia","Pakistan","Punjab","Kasur","241649"
"Asia","Pakistan","Punjab","Rahim Yar Khan","228479"
"Asia","Pakistan","Punjab","Sahiwal","207388"
"Asia","Pakistan","Punjab","Okara","200901"
"Asia","Pakistan","Punjab","Wah","198400"
"Asia","Pakistan","Punjab","Dera Ghazi Khan","188100"
"Asia","Pakistan","Sind","Mirpur Khas","184500"
"Asia","Pakistan","Sind","Nawabshah","183100"
"Asia","Pakistan","Nothwest Border Prov","Mingora","174500"
"Asia","Pakistan","Punjab","Chiniot","169300"
"Asia","Pakistan","Punjab","Kamoke","151000"
"Asia","Pakistan","Punjab","Mandi Burewala","149900"
"Asia","Pakistan","Punjab","Jhelum","145800"
"Asia","Pakistan","Punjab","Sadiqabad","141500"
"Asia","Pakistan","Sind","Jacobabad","137700"
"Asia","Pakistan","Sind","Shikarpur","133300"
"Asia","Pakistan","Punjab","Khanewal","133000"
"Asia","Pakistan","Punjab","Hafizabad","130200"
"Asia","Pakistan","Nothwest Border Prov","Kohat","125300"
"Asia","Pakistan","Punjab","Muzaffargarh","121600"
"Asia","Pakistan","Punjab","Khanpur","117800"
"Asia","Pakistan","Punjab","Gojra","115000"
"Asia","Pakistan","Punjab","Bahawalnagar","109600"
"Asia","Pakistan","Punjab","Muridke","108600"
"Asia","Pakistan","Punjab","Pak Pattan","107800"
"Asia","Pakistan","Nothwest Border Prov","Abottabad","106000"
"Asia","Pakistan","Sind","Tando Adam","103400"
"Asia","Pakistan","Punjab","Jaranwala","103300"
"Asia","Pakistan","Sind","Khairpur","102200"
"Asia","Pakistan","Punjab","Chishtian Mandi","101700"
"Asia","Pakistan","Punjab","Daska","101500"
"Asia","Pakistan","Sind","Dadu","98600"
"Asia","Pakistan","Punjab","Mandi Bahauddin","97300"
"Asia","Pakistan","Punjab","Ahmadpur East","96000"
"Asia","Pakistan","Punjab","Kamalia","95300"
"Asia","Pakistan","Baluchistan","Khuzdar","93100"
"Asia","Pakistan","Punjab","Vihari","92300"
"Asia","Pakistan","Nothwest Border Prov","Dera Ismail Khan","90400"
"Asia","Pakistan","Punjab","Wazirabad","89700"
"Asia","Pakistan","Nothwest Border Prov","Nowshera","89400"
"North America","Panama","Panamá","Ciudad de Panamá","471373"
"North America","Panama","San Miguelito","San Miguelito","315382"
"Oceania","Pitcairn","–","Adamstown","42"
"South America","Peru","Lima","Lima","6464693"
"South America","Peru","Arequipa","Arequipa","762000"
"South America","Peru","La Libertad","Trujillo","652000"
"South America","Peru","Lambayeque","Chiclayo","517000"
"South America","Peru","Callao","Callao","424294"
"South America","Peru","Loreto","Iquitos","367000"
"South America","Peru","Ancash","Chimbote","336000"
"South America","Peru","Junín","Huancayo","327000"
"South America","Peru","Piura","Piura","325000"
"South America","Peru","Cusco","Cusco","291000"
"South America","Peru","Ucayali","Pucallpa","220866"
"South America","Peru","Tacna","Tacna","215683"
"South America","Peru","Ica","Ica","194820"
"South America","Peru","Piura","Sullana","147361"
"South America","Peru","Puno","Juliaca","142576"
"South America","Peru","Huanuco","Huánuco","129688"
"South America","Peru","Ayacucho","Ayacucho","118960"
"South America","Peru","Ica","Chincha Alta","110016"
"South America","Peru","Cajamarca","Cajamarca","108009"
"South America","Peru","Puno","Puno","101578"
"South America","Peru","Callao","Ventanilla","101056"
"South America","Peru","Piura","Castilla","90642"
"Asia","Philippines","National Capital Reg","Quezon","2173831"
"Asia","Philippines","National Capital Reg","Manila","1581082"
"Asia","Philippines","National Capital Reg","Kalookan","1177604"
"Asia","Philippines","Southern Mindanao","Davao","1147116"
"Asia","Philippines","Central Visayas","Cebu","718821"
"Asia","Philippines","Western Mindanao","Zamboanga","601794"
"Asia","Philippines","National Capital Reg","Pasig","505058"
"Asia","Philippines","National Capital Reg","Valenzuela","485433"
"Asia","Philippines","National Capital Reg","Las Piñas","472780"
"Asia","Philippines","Southern Tagalog","Antipolo","470866"
"Asia","Philippines","National Capital Reg","Taguig","467375"
"Asia","Philippines","Northern Mindanao","Cagayan de Oro","461877"
"Asia","Philippines","National Capital Reg","Parañaque","449811"
"Asia","Philippines","National Capital Reg","Makati","444867"
"Asia","Philippines","Western Visayas","Bacolod","429076"
"Asia","Philippines","Southern Mindanao","General Santos","411822"
"Asia","Philippines","National Capital Reg","Marikina","391170"
"Asia","Philippines","Southern Tagalog","Dasmariñas","379520"
"Asia","Philippines","National Capital Reg","Muntinlupa","379310"
"Asia","Philippines","Western Visayas","Iloilo","365820"
"Asia","Philippines","National Capital Reg","Pasay","354908"
"Asia","Philippines","National Capital Reg","Malabon","338855"
"Asia","Philippines","Central Luzon","San José del Monte","315807"
"Asia","Philippines","Southern Tagalog","Bacoor","305699"
"Asia","Philippines","Central Mindanao","Iligan","285061"
"Asia","Philippines","Southern Tagalog","Calamba","281146"
"Asia","Philippines","National Capital Reg","Mandaluyong","278474"
"Asia","Philippines","Caraga","Butuan","267279"
"Asia","Philippines","Central Luzon","Angeles","263971"
"Asia","Philippines","Central Luzon","Tarlac","262481"
"Asia","Philippines","Central Visayas","Mandaue","259728"
"Asia","Philippines","CAR","Baguio","252386"
